symbol,entry_time,entry_price,exit_time,exit_price,position_size_eur,total_fees_eur,net_pnl_eur,net_pnl_pct,exit_reasons
ETH/USDT,2026-09-12T07:00:00+00:00,2525.912325,2026-09-12T08:30:00+00:00,2531.583575,9.840893644972423,0.019703882343495075,0.01223206485170536,0.12429831367961743,"['Tipo de salida: SEÑAL_VENTA', 'RSI en 73.5 (sobrecompra > 70.0)', 'Precio en techo banda superior Bollinger (%B: 1.05)']"
BTC/USDT,2026-09-12T18:45:00+00:00,77169.5655,2026-09-12T20:45:00+00:00,77131.41500000001,9.843282427396733,0.019681698608057293,-0.014704662916834366,-0.14938779848383696,"['Tipo de salida: CIERRE_FORZADO_2245', 'Cierre forzado 22:45 para evitar exposición nocturna']"
